Route No,Route Name,From Stop Name,Till Stop Name,Via Stop Name,Route Type,Bstop ID,Bstop Name,DIST KM,IN ACTIVE,DTL IN ACTIVE
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2786,Kankavli,,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2768,Janavali Gavthanwadi,3.8,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2756,Humrat Titha,6.9,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2757,Humrath Mal Ghorpiwadi,9.4,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2781,Kanadewadi,12.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2871,Nandgaon Fata,15,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2904,Phonda,17.9,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,2722,Gangowadi,19,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23566,Dajipur,32.5,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24004,Hasane,38.5,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23137,Bambar,44.4,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25530,Shelap,47.9,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,30607,Ajiwade,51.6,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23601,Daoudwadi,53,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25393,Radhanagri Dam,56,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23695,Fejiwade,58.4,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24014,Hatimahal,59.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25336,Radhanagari,64,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23719,Gaibi Police Stn.,69,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24322,Khindi Vharavade,72.1,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23049,Anaje,77,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,30597,Awali Budruk,80,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25306,Powar House,83,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23014,Amjai Varavade,84,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25521,Shirase,86,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23301,Bhopalwadi,87,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24207,Kaulav,88.1,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23768,Ghotavade,89,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23357,Bhogavati,90,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25256,Parite,94.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24501,Kurukali College,94.3,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24502,Kurukali,95,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24444,Kothali,97,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23945,Haldi,99,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23669,Devale,100,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24388,Kandgaon,101,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,26066,Washi,104,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25083,New Washi Naka,108,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25400,Rankala,110.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,23625,Dasara Chwok,112,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24359,Kolhapur,114.9,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,25582,Shiroli,120.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24013,Hatkanangale,137.2,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,24134,Jaisingpur,153.7,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,34093,Sangli,163,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,33967,Miraj,173.6,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,47648,Shirdhon,180.1,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,47614,Nagaj Fata,195.4,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,47548,Junoni,230.8,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,47617,Nazare Math,251.5,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,47652,Sangola,268,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43806,Khardi,287.6,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43899,Pandharpur,302.1,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43460,Mohol,341.5,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43543,Wadval Fata,343,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43430,Kolegaon Fata,347,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,43350,Arjun Sond Fata,353,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,49232,Kondhi,363,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,48933,Solapur University,366,,
418,Kankavli To Solapur,Kankavli,Solapur,,MO,48932,Solapur,373.4,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5427,Kurla Nehru Nagar,,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5464,Maitri Park,3,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5307,Barve Nagar,6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5290,Bhandup West Kokannagar,15.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5357,E S I Hospital Mulund,18.3,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5442,Mulund Check Naka,19.8,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,4472,Thane Cbs,22.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,4475,Thane Rly. Stn.,23.1,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,4323,Thane Vandana,24,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5842,Panvel,63.8,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5848,Palaspe Fata,66.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5896,Sangurle,69.4,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5746,Kalhe,77.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,5912,Tara,79.1,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1229,Jite,83.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1303,Wadkhal,98.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1255,Kharpale,104.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1249,Koleti,112.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1546,Nagothane Fata,118.9,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1597,Wakan,121.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1515,Khamb,130.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1552,Pugaon,133.9,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1531,Kolad,136.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,915,Rathwad,142.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,825,Indapur,153.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,965,Waghwadi,157.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,879,Mangaon,162.1,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,868,Lonere,170.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,598,Mahapre,188.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,601,Mahad,193.4,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,625,Nandgaon,197,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,476,Chandave Khurd,202.8,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1430,Parle,205.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1412,Loharmal,207.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1428,Poladpur,211,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1382,Kashedi Bungalow,222.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,77882,Natunagar,234,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,76025,Bharna Naka,247.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,78000,Shiv,255.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,77775,Lavel,259.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,11074,Parshuram,269.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,10379,Chiplun,283.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,10602,Kandamale,294.9,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,11229,Sawarde,298.3,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,10233,Asurde .,303.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15347,Ambed,341,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,77138,Vandri,346.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,16383,Nivali Fata,356.9,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15832,Hatkhamba Fata,359.4,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,16416,Pali,371.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,13573,Veral,382.3,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,13286,Lanja,389,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15295,Waked Laxmi Garden,400.6,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15316,Watul Titha,403.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14624,Kharmate,413.1,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15006,Rajapur,417.8,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14366,Dongar Titha,419.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15090,Shende School,423,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14385,Dongar Gaon,425.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15093,Shendgale Wadi,429,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,15085,Sagave Fata,431.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14925,Palekar Wadi,435,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14819,Mayekar Managar,437.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14926,Paleye Tita,441.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14614,Katradevi,442.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,14216,Amberi Bridge,446.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,2018,Tirlot Titha,448,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,2017,Tirlot School,455.1,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1730,Ganpati Mandir,458,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1924,Padel Gaon,464.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1922,Padel Canteen,465.8,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1773,Kodamba,466.7,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1675,Chambhar Ghati,469.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,2049,Wadatar,474.2,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1759,Jamsande,476.5,,
434,Kurla Nehru Nagar To Devgad,Kurla Nehru Nagar,Devgad,,MO,1685,Devgad,479.2,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5443,Mumbai Central,,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5488,Parel,5.5,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5335,Dadar East,6.9,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5524,Sion,10.8,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5514,Shivranjani Bldg. Chunabhatti,11.8,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5427,Kurla Nehru Nagar,12,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5464,Maitri Park,16.8,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5471,Mahalaxmi Jhunka Bhakar Kendra,17.2,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,4488,Vashi Highway,27,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,4414,Nerul,30,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,5842,Panvel,61.5,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,825,Indapur,133.1,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,879,Mangaon,148.2,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,601,Mahad,176.9,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,1428,Poladpur,194.5,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,76025,Bharna Naka,231.2,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,10379,Chiplun,266.7,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,77138,Vandri,332,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,16383,Nivali Fata,334,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,15851,Hatkhamba,337.6,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,16416,Pali,351,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,13573,Veral,361,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,13286,Lanja,372.5,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,15316,Watul Titha,391,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,15006,Rajapur,402.6,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,14524,Hativale,412,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,14609,Kodiye,415,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,14879,Panhale,418,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,2812,Kharepatan,423.1,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,3010,Wargaon,431,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,2982,Tarla,437.7,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,2869,Nandgaon,446,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,2786,Kankavli,460.3,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,2890,Osargaon Post,470,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,6281,Kasal,474.6,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,6237,Kudal St Depot,495.3,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,6302,Modka Wad Pinguli,498,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,6231,Khan Mohalla,507,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,6101,Akeri,510,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,8551,Kolgaon Thita,513,,
451,Mumbai Central To Sawantwadi,Mumbai Central,Sawantwadi,,MO,8663,Sawantwadi,516,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1686,Devgad Port,,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1685,Devgad,5.2,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1759,Jamsande,7.9,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1715,Gadaiche Pani,12,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1773,Kodamba,15.1,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1997,Tale Bazar,18.5,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1630,Are Fata,22.4,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1697,Dhopatewadi,27.3,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,6693,Shirgaon,30.1,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1971,Rakasghati,32.9,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,1742,Hadpid Bridge,36.3,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,2816,Koloshi Wadi,39.1,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,2642,Asalade,41.5,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,2869,Nandgaon,43.4,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,2872,Nandgaon Nursary,44.9,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,2982,Tarla,51.7,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,15006,Rajapur,86.3,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,10379,Chiplun,222.2,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,601,Mahad,312,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5842,Panvel,441.6,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5269,Anushakti Nagar,459.2,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,4488,Vashi Highway,465,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5464,Maitri Park,472.1,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5427,Kurla Nehru Nagar,476.9,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5524,Sion,478.1,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5335,Dadar East,482.3,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5488,Parel,483.4,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5313,Byculla,486.8,,
2335,Devgad Port To Mumbai Central,Devgad Port,Mumbai Central,,MO,5443,Mumbai Central,488.9,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9687,Kiranpani,,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,8472,Aronda,0.6,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9588,Agralwadi,2.7,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9653,Huda Fata,6.1,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9789,Shiroda,9.1,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9592,Ajgaon Marathi School,11.1,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,57253,Sawar,12.2,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9706,Malewad Savlwadi,15.1,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9704,Malewad Naka,16.4,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9694,Kondura Titha,18.6,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9775,Sateli Mandir,21.6,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9774,Satarda Mandir,24.6,,
10656,Kiranpani To Satarda,Kiranpani,Satarda,,MO,9771,Satarda,25.8,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8486,Banda,,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8619,Panval,2.4,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8503,Degve,4,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8502,Degve High School,4.9,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8558,Kumbral Fata,6.5,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8620,Padave Mazgaon,8.6,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8565,Margaon Bagwadi,9.1,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2353,Talkat Nursary,11.4,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2352,Talkat Soci,13.7,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2358,Zolambe Tulpulewadi,14.3,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2357,Zolambe,15.8,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2356,Zolambe Fukeri Titha,18,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,2362,Kolte House,20.7,,
10661,Banda To Fukeri,Banda,Fukeri,,MO,8519,Fukeri,22.8,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8486,Banda,,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8619,Panval,2.4,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8503,Degve,4.2,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8502,Degve High School,5,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8558,Kumbral Fata,6.5,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8620,Padave Mazgaon,8.6,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,8565,Margaon Bagwadi,9,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2353,Talkat Nursary,11.4,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2352,Talkat Soci,13,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2349,Marathe House,13.5,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2351,Kolzar,15,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2345,Kolzar Mungi Dukan,17,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2314,Shirval School,18,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2272,Kumbral,20.5,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2305,Panturli Titha,22.4,,
10666,Banda To Kudasa Via Kumbral,Banda,Kudasa,KUMBRAL,MO,2282,Kudasa,24,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8486,Banda,,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8619,Panval,3,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8503,Degve,4,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8502,Degve High School,5,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8558,Kumbral Fata,6,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8620,Padave Mazgaon,8,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,8565,Margaon Bagwadi,9,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,2353,Talkat Nursary,12,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,2352,Talkat Soci,13,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,2358,Zolambe Tulpulewadi,15,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,2357,Zolambe,17,,
10671,Banda To Vitthalwadi,Banda,Vitthalwadi,,MO,2355,Vitthalwadi,18,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1685,Devgad,,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1759,Jamsande,2.7,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1774,Khakshi Titha,4.4,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1682,Dabhole Boudhawadi,8.3,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1944,Pokharbav,10.1,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1942,Penkule,12.1,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1798,Kunkeshwar Fata,12.9,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1744,Hela,13.8,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1821,Kupalwadi,14.1,,
10689,Devgad To Achara Via Penkule,Devgad,Achara,PENKULE,MO,1633,Aitan Bridge,15.3,,
