Route No,Route Name,From Stop Name,Till Stop Name,Via Stop Name,Route Type,Bstop ID,Bstop Name,DIST KM,IN ACTIVE,DTL IN ACTIVE
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6779,Bhagat Nursary,8,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6908,Mahan,11.4,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6787,Bilwas Datta Mandir,14.8,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6769,Bagayat,18.5,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6925,Masade Titha,20.5,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,6924,Masade School,21.5,,
148320,Malvan To Viran Via Bagayat,Malvan,Viran,BAGAYAT,MO,7019,Viran,25,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8492,Choukul,,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8584,Malav,3,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8470,Amboli,9,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8582,Mulvanwadi,12,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8473,Ajra Fata,15,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8606,Nangartas Awate Dukan,18,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,23010,Ajara,21,,
148325,Choukul To Menon Karkhana,Choukul,Menon Karkhana,,MO,8586,Menon Karkhana,24,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8663,Sawantwadi,,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8578,Majgaon Nala,3.2,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8499,Doba Shel,4.4,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8560,Kondwada,6.5,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8642,Sherla Nadi,13.2,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8575,Madura Titha,17.7,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8625,Padlos Mandir,18.4,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8621,Padlos Keniwada,21.9,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8475,Aros Bazar,24.7,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8471,Aros Gawthan 1St Stop,25.2,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,8528,Giroba Mandir,27.6,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,9775,Sateli Mandir,30.1,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,9771,Satarda,41.6,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,9732,Nangarsada,44,,
148776,Sawantwadi To Satose Dewoolwada Via Padlos Mandir,Sawantwadi,Satose Dewoolwada,PADLOS MANDIR,MO,9778,Satose Dewoolwada,46,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6870,Katta,,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6895,Kumame,3,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6814,Dikwal Fata,6,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6813,Dikwal,9,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6814,Dikwal Fata,12,,
148823,Katta To Golvan School Via Kumame,Katta,Golvan School,KUMAME,MO,6832,Golvan School,13,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6915,Malvan,,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6916,Malvan Bazar,1.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6917,Malvan,2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6897,Kumbharmath Govekar Dukan,4.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6750,Ajagaonkar Bangala,6.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6799,Chouke,8.6,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6985,Salel Nangarbhat,11.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6770,Bagwadi,14.6,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6870,Katta,18,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6993,Sawarwad Varad Fata,21.1,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6820,Gaorai,23.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6424,Sukalwad,24.3,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6410,Sukalwad Bazar,24.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6392,Ranbambuli Fata,26,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,13989,Padave,27.4,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6281,Kasal,30.4,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2889,Osargaon Godaoon,33,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2890,Osargaon Post,33.8,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2891,Osargaon Talav,36.4,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2692,Dangalwadi,39.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,3002,Wagde,42.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2786,Kankavli,44.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2766,Janavali,48.6,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2756,Humrat Titha,51.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2757,Humrath Mal Ghorpiwadi,54.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2781,Kanadewadi,57.3,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2905,Phonda Fata,60.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2904,Phonda,61.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,2723,Ganguchi Wadi,64.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23566,Dajipur,77.4,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,30612,Ambedkar Nagar,82.4,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24004,Hasane,83.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25038,Naniwade,87.3,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23137,Bambar,90.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24258,Kadamwadi,92.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25530,Shelap,94.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24697,Mandarewadi,96.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,30607,Ajiwade,96.3,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25080,New Karanje,99.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23601,Daoudwadi,100.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25393,Radhanagri Dam,101.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23695,Fejiwade,103.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23959,Hattimahal,104.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25336,Radhanagari,106.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25183,Piral,109,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24756,Ms,112,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25780,Tarale Khurd,114,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23850,Gudalwadi,116,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23849,Gudal,118,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24322,Khindi Vharavade,120,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23049,Anaje,121,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,6116,Awali,122.6,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25308,Power House,123.1,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,15138,Sirse,124,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24207,Kaulav,127.8,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23216,Bhogavati Sugar Factory,130,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23437,College Fata,134,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24502,Kurukali,135.8,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24444,Kothali,136,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23945,Haldi,139.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24388,Kandgaon,142,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,26066,Washi,145,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25083,New Washi Naka,151,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25400,Rankala,154,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23625,Dasara Chwok,157,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24359,Kolhapur,160,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24904,Market Yard,161.8,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25642,Sangali Fata,165.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23235,Bhikar Kadgaon Fata,168.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23993,Herle,170,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23093,Atigre,174.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25373,Ramling Fata,180,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24013,Hatkanangale,181.3,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25781,Tambadelge,186.2,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,25000,Nimshirgaon,188.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24421,Kondigre Nivara,190.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,23465,Chipari Fata,191.5,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,24134,Jaisingpur,197,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,34182,Udgaon,198.9,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,33636,Akali,201,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,33745,Dhamani Fata,203.7,,
148887,Malvan To Miraj Via Phonda,Malvan,Miraj,PHONDA,MO,33967,Miraj,210.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,33967,Miraj,,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,33745,Dhamani Fata,6.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,33636,Akali,9.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,34182,Udgaon,11.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24134,Jaisingpur,13.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23465,Chipari Fata,19.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24421,Kondigre Nivara,19.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25000,Nimshirgaon,21.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25781,Tambadelge,24.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24013,Hatkanangale,29.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25373,Ramling Fata,30.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23093,Atigre,35.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23993,Herle,40.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23235,Bhikar Kadgaon Fata,42.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25642,Sangali Fata,45.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24904,Market Yard,48.8,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24359,Kolhapur,50.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23625,Dasara Chwok,56.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25400,Rankala,57.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25435,Sane Guruji Vasahat,66,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25083,New Washi Naka,67.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24593,Kolhapur Water Supply,69.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,26066,Washi,71.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24388,Kandgaon,73.5,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23669,Devale,74,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23945,Haldi,74.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24444,Kothali,76.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24502,Kurukali,77.8,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24501,Kurukali College,79.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23216,Bhogavati Sugar Factory,82.2,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23768,Ghotavade,84.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24207,Kaulav,85.8,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23325,Bargewadi,87.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25521,Shirase,88,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25308,Power House,90.5,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,30598,Awali,91,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23049,Anaje,98.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24322,Khindi Vharavade,99.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23779,Gaiby,102.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25336,Radhanagari,106.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23959,Hattimahal,109.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23695,Fejiwade,110.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25393,Radhanagri Dam,112.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23601,Daoudwadi,113.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25080,New Karanje,114.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,30607,Ajiwade,117.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24697,Mandarewadi,117.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25530,Shelap,118.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24258,Kadamwadi,121.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23137,Bambar,123.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,25038,Naniwade,126.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,24004,Hasane,129.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,23566,Dajipur,136.2,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2723,Ganguchi Wadi,149.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2904,Phonda,152.4,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2907,Phonda Kankavli Titha,153.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2781,Kanadewadi,156.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2757,Humrath Mal Ghorpiwadi,158.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2756,Humrat Titha,161.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2766,Janavali,165,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2786,Kankavli,168.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,3002,Wagde,171.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2692,Dangalwadi,174.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2891,Osargaon Talav,177.2,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2890,Osargaon Post,179.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,2889,Osargaon Godaoon,179.8,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6281,Kasal,183.2,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6368,Padve,186.2,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6392,Ranbambuli Fata,187.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6410,Sukalwad Bazar,188.9,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6424,Sukalwad,189.3,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6820,Gaorai,190.1,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6993,Sawarwad Varad Fata,192.5,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6870,Katta,195.6,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6770,Bagwadi,199,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6985,Salel Nangarbhat,201.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6799,Chouke,205,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6750,Ajagaonkar Bangala,206.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6897,Kumbharmath Govekar Dukan,208.7,,
148890,Miraj To Malvan,Miraj,Malvan,,MO,6915,Malvan,213.6,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9824,Vengurle,,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9696,Lokhandewadi,2.8,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9713,Mestri House,5,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9832,Waingani,9.5,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9713,Mestri House,12.5,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9625,Dabholi Matha,15.8,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9677,Khanoli Ganapati Mandir,18.8,,
148893,Vengurle To Haricharangiri Via Waingani,Vengurle,Haricharangiri,WAINGANI,MO,9648,Haricharangiri,22.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1742,Hadpid Bridge,,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1743,Hadpid,1.1,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1971,Rakasghati,3,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1623,Ambekhol,5.1,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1990,Shrigaon,6,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1697,Dhopatewadi,9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,2020,Torsole Fata,10.6,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,2042,Waliwande,11.4,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1630,Are Fata,12,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1831,Lingdal Titha,13.5,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1772,Kumbharkhari,15,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1997,Tale Bazar,17.2,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,2036,Vareri,18.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1730,Ganpati Mandir,19.1,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1830,Lingdal Gaon,21.1,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1744,Hela,24,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1942,Penkule,27.3,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1944,Pokharbav,28.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1682,Dabhole Boudhawadi,30,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1952,Patthar,31.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,7038,Asrondi,32.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1756,Ilye Sada,33.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1981,Suke Tale,35,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1819,Kunkeshwar,37.6,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1822,Katvan Boring,39.9,,
149216,Hadpid Bridge To Mithbav Katvan Via Vareri,Hadpid Bridge,Mithbav Katvan,VARERI,MO,1882,Mithbav Katvan,42.1,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14893,Pachal,,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14311,Bhatwadi,3,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14475,Ghati,6,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14792,Muramba,7,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,15061,Sutarwadi,9,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,15142,Savdav Shelarwadi,12,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14189,Anand Wadi,15,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,15297,Wadachanaka,17,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,14550,Javlethar,18,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,15287,Vitthal Mandir,24,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9229,Mail Dagad,27,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9288,Upale,30,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9207,Het School,33,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9190,Dhangarwadi,36,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9186,Bhuibavada,39,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9264,Ringewadi,42,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9186,Bhuibavada,45,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9235,Mangwali,48,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9296,Waniwadi,51,,
150583,Pachal To Vaibhavwadi Via Ringewadi,Pachal,Vaibhavwadi,RINGEWADI,MO,9285,Umbarde,54,,
